Board_Edges3_ID,Source,Target,Board,NAICS
2166,06XH40-E,06SC5S-E,Mercantile Bank of Michigan,522110
2160,00DHWR-E,06SC5S-E,Mercantile Bank of Michigan,522110
2161,00DHWS-E,06SC5S-E,Mercantile Bank of Michigan,522110
2162,05HSKP-E,06SC5S-E,Mercantile Bank of Michigan,522110
2382,005SX0-E,06VY78-E,Monarch Community Bank,522110
2381,07514M-E,06VY78-E,Monarch Community Bank,522110
2379,002NWP-E,06VY78-E,Monarch Community Bank,522110
2380,07514H-E,06VY78-E,Monarch Community Bank,522110
2376,05X9B9-E,06VY78-E,Monarch Community Bank,522110
2377,05X9B8-E,06VY78-E,Monarch Community Bank,522110
2378,005KRV-E,06VY78-E,Monarch Community Bank,522110
1719,062HYB-E,002XN3-E,Pavilion Bancorp Inc Com,522110
497,005B56-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
496,005B5Q-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
495,06Q761-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
494,006QV0-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
493,005B6W-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
491,05SMHX-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
490,006QTN-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
489,005B4T-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
488,0F0TGW-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
487,06XTVB-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
492,005B5D-E,84336P10,"Southern Michigan Bancorp, Inc.",522110
2180,05SMHX-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2177,06XTVB-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2181,005B5D-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2182,005B6W-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2178,005B4T-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2183,006QV0-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2184,06Q761-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2185,005B5Q-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2179,006QTN-E,05LMK6-E,Southern Michigan Bank & Trust,522110
2186,005B56-E,05LMK6-E,Southern Michigan Bank & Trust,522110
476,0C918L-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
471,0C917X-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
474,05KPQ2-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
470,0BML8J-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
472,05X2BZ-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
475,0040CX-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
479,06VMQV-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
469,05FSG8-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
468,0C919G-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
480,05FF0B-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
467,0C918B-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
477,007D4R-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
478,073YQM-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
473,007434-E,87482X10,"Talmer Bancorp, Inc. Class A",522110
2049,05X2BZ-E,07D08Y-E,Talmer Bank and Trust,522110
2048,0C917X-E,07D08Y-E,Talmer Bank and Trust,522110
2047,0BML8J-E,07D08Y-E,Talmer Bank and Trust,522110
2044,0C918B-E,07D08Y-E,Talmer Bank and Trust,522110
2050,007434-E,07D08Y-E,Talmer Bank and Trust,522110
2045,0C919G-E,07D08Y-E,Talmer Bank and Trust,522110
2046,05FSG8-E,07D08Y-E,Talmer Bank and Trust,522110
2054,073YQM-E,07D08Y-E,Talmer Bank and Trust,522110
2055,06VMQV-E,07D08Y-E,Talmer Bank and Trust,522110
2053,0C918L-E,07D08Y-E,Talmer Bank and Trust,522110
2051,05KPQ2-E,07D08Y-E,Talmer Bank and Trust,522110
2056,05FF0B-E,07D08Y-E,Talmer Bank and Trust,522110
2052,0040CX-E,07D08Y-E,Talmer Bank and Trust,522110
1684,00CY7L-E,06Q8M3-E,Talmer West Bank,522110
2274,00DF5W-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2276,0DWZZV-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2271,07N2QW-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2277,00443D-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2278,0B60WM-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2272,0BVTGN-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2275,05JP3P-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2273,05JP3L-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
2279,065QJZ-E,005RNC-E,"The State Bank (Fenton, Michigan)",522110
1686,05DY99-E,07R9YK-E,Traverse City State Bank,522110
481,0CZJ3F-E,91409010,"University Bancorp, Inc.",522110
486,05YNV6-E,91409010,"University Bancorp, Inc.",522110
485,0012DS-E,91409010,"University Bancorp, Inc.",522110
484,005YGK-E,91409010,"University Bancorp, Inc.",522110
483,005T2D-E,91409010,"University Bancorp, Inc.",522110
482,06W4RN-E,91409010,"University Bancorp, Inc.",522110
1757,06W4RN-E,06W4QB-E,"University Bank (Ann Arbor, Michigan)",522110
1763,075YF1-E,0CZBXF-E,West Shore Bank,522110
504,0B267Z-E,97788010,"Wolverine Bancorp, Inc.",522110
502,06NMP2-E,97788010,"Wolverine Bancorp, Inc.",522110
501,0BS7BG-E,97788010,"Wolverine Bancorp, Inc.",522110
500,0B260S-E,97788010,"Wolverine Bancorp, Inc.",522110
503,0BKHV7-E,97788010,"Wolverine Bancorp, Inc.",522110
499,0B264S-E,97788010,"Wolverine Bancorp, Inc.",522110
498,0B263B-E,97788010,"Wolverine Bancorp, Inc.",522110
1708,05Q755-E,0BBFZD-E,"Logicalis Us Holdings, Inc.",519190
3131,06VWCZ-E,00DW6T-E,Quikly LLC,519190
3132,065X9V-E,00DW6T-E,Quikly LLC,519190
3130,0DM8FV-E,00DW6T-E,Quikly LLC,519190
3133,0DM8G0-E,00DW6T-E,Quikly LLC,519190
3176,0BZ2P9-E,00D83N-E,Are You a Human LLC,519130
3177,065X9V-E,00D83N-E,Are You a Human LLC,519130
3178,0BZ2P5-E,00D83N-E,Are You a Human LLC,519130
1716,062BPT-E,069WBR-E,Detroit Legal News Publishing LLC,519130
1294,09P3DN-E,07V5Q3-E,Monroe Publishing Co.,519130
3227,0DBXSX-E,00FNV6-E,"Pinoccio, Inc.",519130
3226,0DBXT1-E,00FNV6-E,"Pinoccio, Inc.",519130
2792,05VHBK-E,07BWGQ-E,Tata Technologies Ltd.,519130
2793,06LHGR-E,07BWGQ-E,Tata Technologies Ltd.,519130
441,09MGJ5-E,92936010,"WWA Group, Inc.",519130
442,0C9Z77-E,92936010,"WWA Group, Inc.",519130
1317,0B7K2D-E,07ZD1J-E,Genesee District Library,519120
851,05GP0F-E,072R6C-E,Troy Public Library,519120
1256,089LD2-E,07P22T-E,"Cu Answers, Inc.",518210
1255,089NYF-E,07P22T-E,"Cu Answers, Inc.",518210
1257,072Y7F-E,07P22T-E,"Cu Answers, Inc.",518210
1259,089LCB-E,07P22T-E,"Cu Answers, Inc.",518210
1258,07M0CM-E,07P22T-E,"Cu Answers, Inc.",518210
1462,0BFH08-E,05KXNK-E,Environmental Research Institute of Michigan,518210
1463,06DRX3-E,05KXNK-E,Environmental Research Institute of Michigan,518210
1319,0B8JZ5-E,07Y4BW-E,"Kent Record Management, Inc.",518210
438,07HT3N-E,68401U10,OptimizeRx Corporation,518210
440,0DVLH9-E,68401U10,OptimizeRx Corporation,518210
437,05SF40-E,68401U10,OptimizeRx Corporation,518210
439,06C388-E,68401U10,OptimizeRx Corporation,518210
1295,09PW9D-E,07S1CB-E,Radley Corp.,518210
2545,09N1Q7-E,0CQ7BY-E,"RevSpring, Inc.",518210
2543,07LFJK-E,0CQ7BY-E,"RevSpring, Inc.",518210
2544,0B58WS-E,0CQ7BY-E,"RevSpring, Inc.",518210
2547,06FPC6-E,0CQ7BY-E,"RevSpring, Inc.",518210
2546,06NTHG-E,0CQ7BY-E,"RevSpring, Inc.",518210
418,05HP79-E,87162H10,"Syntel, incorporated",518210
416,00C4RD-E,87162H10,"Syntel, incorporated",518210
422,001ZHN-E,87162H10,"Syntel, incorporated",518210
417,05DVDH-E,87162H10,"Syntel, incorporated",518210
419,06RHBH-E,87162H10,"Syntel, incorporated",518210
420,06BY1C-E,87162H10,"Syntel, incorporated",518210
421,06K2BR-E,87162H10,"Syntel, incorporated",518210
415,05GGT4-E,87162H10,"Syntel, incorporated",518210
1665,0044ZQ-E,000R3D-E,TechTeam Global Inc.,518210
1499,0BXZ5H-E,07WZHV-E,"User Friendly Consulting, Inc.",518210
1500,0BXZ51-E,07WZHV-E,"User Friendly Consulting, Inc.",518210
1498,0BXZ44-E,07WZHV-E,"User Friendly Consulting, Inc.",518210
1456,0B9ZHV-E,0C3ZP9-E,"ABA Communications, Inc.",517919
1457,0C9ZF7-E,0C3ZP9-E,"ABA Communications, Inc.",517919
1508,05JX33-E,0C2XZ3-E,Detroit Trading Co.,517919
1507,0C2Y21-E,0C2XZ3-E,Detroit Trading Co.,517919
1506,06TD1W-E,0C2XZ3-E,Detroit Trading Co.,517919
1505,0C2Y1W-E,0C2XZ3-E,Detroit Trading Co.,517919
781,0031CR-E,0025F3-E,"Family Christian Stores, Inc.",517919
992,06JSC6-E,064J9T-E,"Gospel Communications International, Inc.",517919
996,06JSCT-E,064J9T-E,"Gospel Communications International, Inc.",517919
990,06JSC2-E,064J9T-E,"Gospel Communications International, Inc.",517919
991,06JSC3-E,064J9T-E,"Gospel Communications International, Inc.",517919
994,06JSCJ-E,064J9T-E,"Gospel Communications International, Inc.",517919
995,06JSCP-E,064J9T-E,"Gospel Communications International, Inc.",517919
997,06JSCX-E,064J9T-E,"Gospel Communications International, Inc.",517919
998,06JSD0-E,064J9T-E,"Gospel Communications International, Inc.",517919
999,06JSD3-E,064J9T-E,"Gospel Communications International, Inc.",517919
993,002VLF-E,064J9T-E,"Gospel Communications International, Inc.",517919
3137,05WS39-E,05LKV3-E,"Maxfunds.com, Inc.",517919
3138,08BX3K-E,05LKV3-E,"Maxfunds.com, Inc.",517919
3139,0CKM6G-E,05LKV3-E,"Maxfunds.com, Inc.",517919
2877,0DDJ4X-E,0DDJ4Q-E,Motozuma LLC,517919
2711,07G0YW-E,06LP97-E,"ReCellular, Inc.",517919
2712,06G2RL-E,06LP97-E,"ReCellular, Inc.",517919
2713,07BW2T-E,06LP97-E,"ReCellular, Inc.",517919
3022,0CFNZG-E,00DKHH-E,Rock City Apps LLC,517919
3023,065X9V-E,00DKHH-E,Rock City Apps LLC,517919
3024,0D1Q38-E,00DKHH-E,Rock City Apps LLC,517919
3025,0C2M2W-E,00DKHH-E,Rock City Apps LLC,517919
3027,0CFDL4-E,00DKHH-E,Rock City Apps LLC,517919
3026,0CGWH9-E,00DKHH-E,Rock City Apps LLC,517919
2638,0D3W5Z-E,00F66C-E,"Seelio, Inc.",517919
2636,006WNX-E,00F66C-E,"Seelio, Inc.",517919
2637,061R53-E,00F66C-E,"Seelio, Inc.",517919
1749,06PLD5-E,063CCL-E,Sircon Corp.,517919
2874,0CJ99R-E,00DSP4-E,Varsity News Network LLC,517919
1792,0BLYXP-E,05M8GJ-E,"XanEdu Publishing, Inc.",517919
3183,0C31VV-E,00C3Y9-E,"Destination Media, Inc.",517210
3184,05YJP8-E,00C3Y9-E,"Destination Media, Inc.",517210
3182,0C34NW-E,00C3Y9-E,"Destination Media, Inc.",517210
1745,06J6L1-E,06GBR5-E,GVCwinstar,517210
2668,05YQ0L-E,0098B2-E,MetroPCS Michigan LLC,517210
2667,0092QZ-E,0098B2-E,MetroPCS Michigan LLC,517210
2666,05Z6XY-E,0098B2-E,MetroPCS Michigan LLC,517210
2848,05K9WD-E,0064V3-E,"Appia Communications, Inc.",517110
835,05FCMY-E,06G0F6-E,"BullsEye Telecom, Inc.",517110
834,06T2SF-E,06G0F6-E,"BullsEye Telecom, Inc.",517110
833,062GVZ-E,06G0F6-E,"BullsEye Telecom, Inc.",517110
832,05G0WG-E,06G0F6-E,"BullsEye Telecom, Inc.",517110
1730,067FPZ-E,06TX7R-E,Nexlink Communications LLC,517110
2831,09SHNQ-E,060HCM-E,WHSB-FM,515112
2830,0BHFT7-E,060HCM-E,WHSB-FM,515112
2664,06DBY3-E,062CJQ-E,Grenax Broadcasting LLC,515111
2663,05QGVT-E,062CJQ-E,Grenax Broadcasting LLC,515111
2665,05F00S-E,062CJQ-E,Grenax Broadcasting LLC,515111
837,001CD4-E,0664JQ-E,Northern Star Broadcasting LLC,515111
836,05G1KJ-E,0664JQ-E,Northern Star Broadcasting LLC,515111
436,05GJ8V-E,78659830,"Saga Communications, Inc. Class A",515111
435,06PKNF-E,78659830,"Saga Communications, Inc. Class A",515111
434,0DHLGP-E,78659830,"Saga Communications, Inc. Class A",515111
433,0063V5-E,78659830,"Saga Communications, Inc. Class A",515111
2808,06H61P-E,06S9ND-E,Crossroads Media LLC,512230
2809,05MQC7-E,06S9ND-E,Crossroads Media LLC,512230
902,05FQ2M-E,05SJ80-E,Altair Engineering Inc.,511210
904,0621MJ-E,05SJ80-E,Altair Engineering Inc.,511210
903,06V2HC-E,05SJ80-E,Altair Engineering Inc.,511210
905,0D7VNJ-E,05SJ80-E,Altair Engineering Inc.,511210
906,0059LZ-E,05SJ80-E,Altair Engineering Inc.,511210
901,064V5Q-E,05SJ80-E,Altair Engineering Inc.,511210
3092,0CTVCJ-E,0CTT7Z-E,Ark Labs LLC,511210
3090,06FVVW-E,0CTT7Z-E,Ark Labs LLC,511210
3093,0CTVDQ-E,0CTT7Z-E,Ark Labs LLC,511210
3091,0C3QM2-E,0CTT7Z-E,Ark Labs LLC,511210
2870,0BZ9F8-E,0B3QYH-E,"AutoKnowledge, Inc.",511210
857,05H3VJ-E,06TYSL-E,"Campfire Interactive, Inc.",511210
1110,06Y7CR-E,05T10Q-E,Computech Corp.,511210
1109,07J82V-E,05T10Q-E,Computech Corp.,511210
431,05FNKD-E,20563810,Compuware Corporation,511210
430,0DFV04-E,20563810,Compuware Corporation,511210
429,005KC1-E,20563810,Compuware Corporation,511210
428,0074M3-E,20563810,Compuware Corporation,511210
427,0047XQ-E,20563810,Compuware Corporation,511210
426,05FBYY-E,20563810,Compuware Corporation,511210
425,0B8CVK-E,20563810,Compuware Corporation,511210
424,067WPZ-E,20563810,Compuware Corporation,511210
423,0036N5-E,20563810,Compuware Corporation,511210
432,005CBQ-E,20563810,Compuware Corporation,511210
2873,0C2JTG-E,00D6X3-E,Digital Knowledge Corp.,511210
1791,0BCPYR-E,07Y5G5-E,"Emmeskay, Inc.",511210
2850,05RB6Z-E,09ZNGP-E,"LLamasoft, Inc.",511210
2681,06MTVN-E,066CC7-E,"Logicalis, Inc.",511210
2682,07BYX8-E,066CC7-E,"Logicalis, Inc.",511210
2683,05Q755-E,066CC7-E,"Logicalis, Inc.",511210
2807,05FZ6P-E,05LL96-E,"MediaSpan Group, Inc.",511210
2806,06GNZK-E,05LL96-E,"MediaSpan Group, Inc.",511210
2937,07CNMM-E,05Z81P-E,ProQuest LLC,511210
2936,07DS74-E,05Z81P-E,ProQuest LLC,511210
2938,05F0R7-E,05Z81P-E,ProQuest LLC,511210
2935,05Q3BH-E,05Z81P-E,ProQuest LLC,511210
2939,07H5F5-E,05Z81P-E,ProQuest LLC,511210
2940,06PLNN-E,05Z81P-E,ProQuest LLC,511210
2941,05Q3BY-E,05Z81P-E,ProQuest LLC,511210
1798,0C33JD-E,0C33GR-E,"Red Cedar Technology, Inc.",511210
444,09YB4X-E,77060910,Robertson Global Health Solutions Corporation,511210
443,067K1V-E,77060910,Robertson Global Health Solutions Corporation,511210
850,05GN80-E,080ZS0-E,"SilkRoute Global, Inc.",511210
2811,06H98Z-E,07627S-E,"Trubiquity, Inc.",511210
2810,06H997-E,07627S-E,"Trubiquity, Inc.",511210
3221,067NT4-E,06LWSR-E,WorkForce Software LLC,511210
3220,0BBLR2-E,06LWSR-E,WorkForce Software LLC,511210
1748,06KHZM-E,05KH1X-E,R. L. Polk & Co.,511140
2878,0DDVGV-E,0CQ0BF-E,Mitsi Holdings LLC,493190
1337,0C0QFC-E,07T0QQ-E,"Welch Aviation, Inc.",492110
840,06JVVM-E,064JV0-E,Hanson Logistics,488510
842,0699ZK-E,064JV0-E,Hanson Logistics,488510
844,06C5N3-E,064JV0-E,Hanson Logistics,488510
841,06JVVV-E,064JV0-E,Hanson Logistics,488510
839,05G2FP-E,064JV0-E,Hanson Logistics,488510
843,05DX65-E,064JV0-E,Hanson Logistics,488510
845,0031D8-E,064JV0-E,Hanson Logistics,488510
2237,0DBPV5-E,08C9L3-E,syncreon International Group,488510
2242,004ZDB-E,08C9L3-E,syncreon International Group,488510
2240,06HFNJ-E,08C9L3-E,syncreon International Group,488510
2243,095H0K-E,08C9L3-E,syncreon International Group,488510
2238,068QND-E,08C9L3-E,syncreon International Group,488510
2241,0C1TG7-E,08C9L3-E,syncreon International Group,488510
2236,05GD9G-E,08C9L3-E,syncreon International Group,488510
2235,05FM4P-E,08C9L3-E,syncreon International Group,488510
2239,060D9Z-E,08C9L3-E,syncreon International Group,488510
884,061CYT-E,0B12N1-E,Detroit International Bridge Co.,488490
2791,06K3QQ-E,001ZX2-E,United Road Service Com New,488410
2790,05RXKQ-E,001ZX2-E,United Road Service Com New,488410
1410,068MS3-E,07R3SS-E,Detroit Transportation Corp.,488210
1404,0DRWPX-E,07R3SS-E,Detroit Transportation Corp.,488210
1405,0DRWSS-E,07R3SS-E,Detroit Transportation Corp.,488210
1403,0CXCDR-E,07R3SS-E,Detroit Transportation Corp.,488210
1402,09MYNR-E,07R3SS-E,Detroit Transportation Corp.,488210
1406,09MYNZ-E,07R3SS-E,Detroit Transportation Corp.,488210
1411,0CMNK4-E,07R3SS-E,Detroit Transportation Corp.,488210
1407,07C9QG-E,07R3SS-E,Detroit Transportation Corp.,488210
1408,09MYNY-E,07R3SS-E,Detroit Transportation Corp.,488210
1409,0BCY10-E,07R3SS-E,Detroit Transportation Corp.,488210
1412,09MYP4-E,07R3SS-E,Detroit Transportation Corp.,488210
1436,09WLHS-E,06Y8NM-E,Wayne County Airport Authority,488119
1438,004Z39-E,06Y8NM-E,Wayne County Airport Authority,488119
1437,0BZWX6-E,06Y8NM-E,Wayne County Airport Authority,488119
1657,065XG9-E,05VT3Z-E,Vector Pipeline LP,486110
3168,07FK92-E,07FK8K-E,"Precision Motor Transport Group, LLC",484220
3169,09HC6V-E,07FK8K-E,"Precision Motor Transport Group, LLC",484220
3167,09HC6G-E,07FK8K-E,"Precision Motor Transport Group, LLC",484220
2750,0DDJGH-E,002GNZ-E,"USF Holland, Inc.",484122
2751,0DDJGF-E,002GNZ-E,"USF Holland, Inc.",484122
2752,0CKWQD-E,002GNZ-E,"USF Holland, Inc.",484122
1286,08XR90-E,07QP87-E,"Alco Transportation, Inc.",484121
1668,004WM4-E,06FTD1-E,"Con-Way Freight, Inc.",484121
1366,0DJ17G-E,07QZJ7-E,Corrigan Moving & Storage Co.,484121
800,007RHC-E,079MH2-E,Davis Cartage Co.,484121
412,006WBY-E,91388P10,"Universal Truckload Services, Inc.",484121
409,05LP1Y-E,91388P10,"Universal Truckload Services, Inc.",484121
413,006WC1-E,91388P10,"Universal Truckload Services, Inc.",484121
411,05GYFQ-E,91388P10,"Universal Truckload Services, Inc.",484121
410,06DZ3Y-E,91388P10,"Universal Truckload Services, Inc.",484121
408,080ZVR-E,91388P10,"Universal Truckload Services, Inc.",484121
406,006W9H-E,91388P10,"Universal Truckload Services, Inc.",484121
405,05GYFS-E,91388P10,"Universal Truckload Services, Inc.",484121
407,061CYT-E,91388P10,"Universal Truckload Services, Inc.",484121
414,09W43G-E,91388P10,"Universal Truckload Services, Inc.",484121
769,001GR8-E,001SVZ-E,"CenTra, Inc.",484110
1803,0D4HB2-E,0CC32S-E,Marquette Rail LLC,482112
1753,06TRG0-E,0DH55T-E,"Train Travel, Inc.",482112
3214,06WFXW-E,05TWQ4-E,Detroit River Tunnel Co.,482111
3215,0BQVJY-E,05TWQ4-E,Detroit River Tunnel Co.,482111
1389,09LMLK-E,07R31H-E,"Corporate Eagle Management Services, Inc.",481211
1390,09LMM2-E,07R31H-E,"Corporate Eagle Management Services, Inc.",481211
1060,06VWY2-E,06PMDZ-E,Northern Lights Airlines Ltd.,481111
1116,07LJQY-E,008KMZ-E,Liberty Renewable Fuels LLC,454319
1282,08C23Z-E,07RLDQ-E,"Variety Foodservices, Inc.",454210
1081,0768VR-E,06NCDM-E,"Harbor Industries, Inc.",453998
2630,004Z14-E,078912-E,"Pet Supplies ""Plus""/U.S.A., Inc.",453910
2631,05HS47-E,078912-E,"Pet Supplies ""Plus""/U.S.A., Inc.",453910
2632,05LZ0D-E,078912-E,"Pet Supplies ""Plus""/U.S.A., Inc.",453910
2626,0649CF-E,004HBW-E,Kmart Fing I Pfd Trcv 7.75%,452990
2625,005BGP-E,004HBW-E,Kmart Fing I Pfd Trcv 7.75%,452990
2624,004PPX-E,004HBW-E,Kmart Fing I Pfd Trcv 7.75%,452990
1705,05HP79-E,06426F-E,"Walden Book Co., Inc.",451211
1699,05GK9F-E,0641GW-E,Dunham's Athleisure Corp.,451110
1700,05GZ7R-E,00205G-E,Gerber Childrenswear Inc.,448130
1151,0830GF-E,07QDM6-E,J&H Oil Co.,447190
861,05HT1F-E,061GBR-E,"RX Optical Laboratories, Inc.",446130
1413,09NCSH-E,07QQVK-E,Richardson's Pharmacy LLC,446110
1418,09NCT7-E,07QQVK-E,Richardson's Pharmacy LLC,446110
1417,0D7QRT-E,07QQVK-E,Richardson's Pharmacy LLC,446110
1414,09NCS3-E,07QQVK-E,Richardson's Pharmacy LLC,446110
1415,09NCTP-E,07QQVK-E,Richardson's Pharmacy LLC,446110
1416,09NCT1-E,07QQVK-E,Richardson's Pharmacy LLC,446110
1106,07H2SZ-E,060KKJ-E,United Distribution Group LLC,445120
2789,0605D1-E,06MQV6-E,"Borman's, Inc.",445110
2788,05HM1H-E,06MQV6-E,"Borman's, Inc.",445110
1724,065CJR-E,063N6T-E,"D&W Food Centers, Inc.",445110
1339,0C11PG-E,07Q03K-E,"Goodrich's Spartan Shop-Rite Market, Inc.",445110
812,00D0NY-E,00BSMX-E,Klein Retail Centers Inc.,445110
811,004KB6-E,00BSMX-E,Klein Retail Centers Inc.,445110
810,0043C4-E,00BSMX-E,Klein Retail Centers Inc.,445110
809,00D0NR-E,00BSMX-E,Klein Retail Centers Inc.,445110
2441,05K1WG-E,05W97B-E,"Meijer, Inc.",445110
2437,0060N5-E,05W97B-E,"Meijer, Inc.",445110
2440,006BTC-E,05W97B-E,"Meijer, Inc.",445110
2439,05M7YF-E,05W97B-E,"Meijer, Inc.",445110
2436,05HRSN-E,05W97B-E,"Meijer, Inc.",445110
2438,06QQZC-E,05W97B-E,"Meijer, Inc.",445110
3212,06F0TY-E,06NK62-E,"New Moosejaw, LLC",444210
3213,05FQW1-E,06NK62-E,"New Moosejaw, LLC",444210
2675,066TCL-E,00C8Y9-E,"Mount Knowledge USA, Inc.",443120
2677,0816K2-E,00C8Y9-E,"Mount Knowledge USA, Inc.",443120
2676,062D4L-E,00C8Y9-E,"Mount Knowledge USA, Inc.",443120
1746,06JDSY-E,06DL7H-E,"Taylor Technologies, Inc.",443120
3094,06K2TQ-E,0BD534-E,OnSite Services Co.,443111
3095,05VJR0-E,0BD534-E,OnSite Services Co.,443111
3096,07DVV6-E,0BD534-E,OnSite Services Co.,443111
3097,06K2TV-E,0BD534-E,OnSite Services Co.,443111
2580,0663L9-E,060LMT-E,"Affinia Group, Inc.",441310
2581,06FP0L-E,060LMT-E,"Affinia Group, Inc.",441310
2582,05DYW1-E,060LMT-E,"Affinia Group, Inc.",441310
2579,05FJBM-E,060LMT-E,"Affinia Group, Inc.",441310
1787,0B20YB-E,065F2L-E,AISIN World Corp. of America,441310
786,0042C3-E,073GB1-E,"BRP Acquisition Group, Inc.",441310
1740,06DRW1-E,05MG72-E,"DENSO International America, Inc.",441310
404,07FR6L-E,57061T30,Marketing Worldwide Corporation,441310
1801,0CW5T0-E,000R9R-E,"Newcor, Inc.",441310
1664,0030H3-E,05VF75-E,TI Automotive,441310
2871,0C1B12-E,00D5FW-E,Current Motor Co.,441221
1368,0DM2TK-E,07PBGZ-E,"Lafontaine Global Vehicles, Inc.",441110
1292,09NQ4X-E,07PH19-E,"Pat Milliken Ford, Inc.",441110
403,002LH6-E,70959W10,"Penske Automotive Group, Inc.",441110
402,05FMN6-E,70959W10,"Penske Automotive Group, Inc.",441110
401,0B75SX-E,70959W10,"Penske Automotive Group, Inc.",441110
399,05G6P2-E,70959W10,"Penske Automotive Group, Inc.",441110
393,05K6H0-E,70959W10,"Penske Automotive Group, Inc.",441110
397,05SG3Z-E,70959W10,"Penske Automotive Group, Inc.",441110
398,05DV7S-E,70959W10,"Penske Automotive Group, Inc.",441110
400,07KZHF-E,70959W10,"Penske Automotive Group, Inc.",441110
395,05H1R5-E,70959W10,"Penske Automotive Group, Inc.",441110
396,005LT4-E,70959W10,"Penske Automotive Group, Inc.",441110
394,05FQS0-E,70959W10,"Penske Automotive Group, Inc.",441110
1693,05FW0W-E,007KW7-E,TD Auto Finance LLC,441110
2598,088B6V-E,076M1P-E,Think North America,441110
2595,088B3J-E,076M1P-E,Think North America,441110
2596,007Z1L-E,076M1P-E,Think North America,441110
2597,05FTD7-E,076M1P-E,Think North America,441110
1254,089G0G-E,07P2RZ-E,Atlas Oil Co.,425120
865,05JNDK-E,0645HV-E,English Gardens,424930
1263,089YYG-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc.",424910
1265,089YYK-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc.",424910
1262,089YYF-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc.",424910
1264,089YYB-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc.",424910
1157,083TH9-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc.",424910
1158,083TGZ-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc.",424910
1153,083TGY-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc.",424910
1154,07GTV2-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc.",424910
1156,083TGW-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc.",424910
1152,083TH3-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc.",424910
1155,06765W-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc.",424910
2758,004WFS-E,06XJXG-E,"Liquidity, Inc.",424820
2759,06VHSM-E,06XJXG-E,"Liquidity, Inc.",424820
866,05K4TY-E,06Z5TZ-E,The Vintage Wine Co. Ltd.,424820
392,004NNV-E,25068510,Detrex Corporation,424690
391,05H5JC-E,25068510,Detrex Corporation,424690
390,0BYBJD-E,25068510,Detrex Corporation,424690
389,002BX0-E,25068510,Detrex Corporation,424690
945,069FFH-E,064L91-E,"Haviland Enterprises, Inc.",424690
946,06JWXS-E,064L91-E,"Haviland Enterprises, Inc.",424690
887,061TFX-E,07NDB0-E,Cadillac Coffee Co.,424490
1458,0BCM6H-E,080P6C-E,"Van Dyk & Sons, Inc.",424480
1459,0BCM5X-E,080P6C-E,"Van Dyk & Sons, Inc.",424480
