Source,Target,Board
0CXFT0-E,06TL2D-E,"Translume, Inc."
06FSB3-E,06TL2D-E,"Translume, Inc."
06YB54-E,009X0G-E,"Arise Technologies, Inc."
06ZNWZ-E,06ZNVJ-E,E-IT Professionals Corp.
06ZNWX-E,06ZNVJ-E,E-IT Professionals Corp.
06ZWTR-E,06ZWQL-E,"H2H Solutions, Inc."
06ZWSZ-E,06ZWQL-E,"H2H Solutions, Inc."
06ZWS5-E,06ZWQL-E,"H2H Solutions, Inc."
070MYG-E,070MWF-E,"TWO Men and A Truck/International, Inc."
070MZG-E,070MWF-E,"TWO Men and A Truck/International, Inc."
071LMY-E,06XPY7-E,Ash Stevens Inc.
0722BH-E,085S6R-E,"Kalamazoo County State Bank, Inc."
072RQT-E,072RN1-E,"Advanced Technology Group USA, Inc."
073ZJW-E,063CK1-E,Progressive Dynamics Inc.
073ZK2-E,063CK1-E,Progressive Dynamics Inc.
074N2P-E,006CNQ-E,P&M Corporate Finance LLC
074SBQ-E,05L77C-E,"Pressure Vessel Service, Inc."
0752YB-E,07SGMH-E,"Gibbs Sports Amphibians, Inc."
075FP7-E,0D9FFB-E,GFM Corp.
0768VR-E,06NCDM-E,"Harbor Industries, Inc."
076JC2-E,075Z1H-E,Michigan Aerospace Corp.
076Q1H-E,075SGW-E,Huron Valley Steel Corporation
076S2J-E,07P293-E,"Beachlawn, Inc."
077WJC-E,07X5Y5-E,Christian Schools International
0782XR-E,07W2J2-E,The Convention & Vistors Bureau
079S6S-E,05L4MD-E,Van Kampen Group
07B3SH-E,084N4W-E,"West Michigan Air Care, Inc."
067P1L-E,084N4W-E,"West Michigan Air Care, Inc."
07B3Y0-E,07TNB0-E,"West Michigan Cancer Center, Inc."
067P1L-E,07TNB0-E,"West Michigan Cancer Center, Inc."
07BN1D-E,07B20M-E,Michigan High Throughput Screening Center
07BW08-E,064PYJ-E,"Roush Enterprises, Inc."
07CD1S-E,07CCZQ-E,"Allied Photochemical, Inc."
07CD14-E,07CCZQ-E,"Allied Photochemical, Inc."
07CD1F-E,07CCZQ-E,"Allied Photochemical, Inc."
07CD1V-E,07CCZQ-E,"Allied Photochemical, Inc."
07CLQK-E,06SGDP-E,"Netlink Software Group America, Inc."
07CXGK-E,06ZYPC-E,"Open Systems Technologies, Inc."
07FBF5-E,070X67-E,"GDI Infotech, Inc."
05F4BC-E,070X67-E,"GDI Infotech, Inc."
070X6M-E,070X67-E,"GDI Infotech, Inc."
0B1S97-E,070X67-E,"GDI Infotech, Inc."
07FPRL-E,06L8F3-E,ESCO Co. LLP
07G8X2-E,07RDXQ-E,"New Dimension Holdings, Inc. (Michigan)"
07H2SZ-E,060KKJ-E,United Distribution Group LLC
07HH78-E,05WQZM-E,The Rehmann Group LLC
07HJ22-E,064X89-E,Peterson American Corp.
07J82V-E,05T10Q-E,Computech Corp.
06Y7CR-E,05T10Q-E,Computech Corp.
07KBGZ-E,07KC13-E,Traffic Improvement Association of Oakland County
07KPV2-E,06SLBZ-E,The Core Technology Alliance Corp.
07KQQJ-E,088GRH-E,Bizdom
05KPQ2-E,088GRH-E,Bizdom
088LTL-E,088GRH-E,Bizdom
07LJQY-E,008KMZ-E,Liberty Renewable Fuels LLC
07M3LR-E,00CV64-E,"Prism Analytical Technologies, Inc."
07MVNJ-E,009P71-E,"HBB, Inc."
07N08Z-E,064HHL-E,"GlobalHue, Inc."
0B1LZJ-E,064HHL-E,"GlobalHue, Inc."
07NJB6-E,063YG2-E,DFCU Financial Group LLC
07NJ9D-E,063YG2-E,DFCU Financial Group LLC
07HV7V-E,063YG2-E,DFCU Financial Group LLC
0BQF7X-E,063YG2-E,DFCU Financial Group LLC
07NJBJ-E,063YG2-E,DFCU Financial Group LLC
07NJBM-E,063YG2-E,DFCU Financial Group LLC
068Y8F-E,063YG2-E,DFCU Financial Group LLC
07NJ9Q-E,063YG2-E,DFCU Financial Group LLC
0CGR6R-E,063YG2-E,DFCU Financial Group LLC
07NJBV-E,063YG2-E,DFCU Financial Group LLC
07NPNG-E,064Q00-E,Holland Hospital
06B52W-E,064Q00-E,Holland Hospital
06K1X9-E,064Q00-E,Holland Hospital
06K1XB-E,064Q00-E,Holland Hospital
06K1XC-E,064Q00-E,Holland Hospital
07NPNK-E,064Q00-E,Holland Hospital
07NPMY-E,064Q00-E,Holland Hospital
06K1XD-E,064Q00-E,Holland Hospital
069J0K-E,064Q00-E,Holland Hospital
06K1XF-E,064Q00-E,Holland Hospital
07NPNR-E,064Q00-E,Holland Hospital
07NPPW-E,064Q00-E,Holland Hospital
0BQL3B-E,064Q00-E,Holland Hospital
06B527-E,064Q00-E,Holland Hospital
06K1X8-E,064Q00-E,Holland Hospital
07NPP1-E,064Q00-E,Holland Hospital
07PM89-E,07LRJV-E,River Star LLC
06CTHC-E,07LRJV-E,River Star LLC
081CK6-E,067917-E,Interlochen Center for the Arts
07K42V-E,067917-E,Interlochen Center for the Arts
0830GF-E,07QDM6-E,J&H Oil Co.
083TH3-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc."
083TGY-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc."
07GTV2-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc."
06765W-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc."
083TGW-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc."
083TH9-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc."
083TGZ-E,07P9B8-E,"Hamilton Farm Bureau Cooperative, Inc."
084N9Q-E,0713PT-E,Three Rivers Corp.
084N45-E,0713PT-E,Three Rivers Corp.
084N9Q-E,0713PT-E,Three Rivers Corp.
084N45-E,0713PT-E,Three Rivers Corp.
084YM2-E,05L3DC-E,Lutheran Social Services of Michigan
084YL2-E,05L3DC-E,Lutheran Social Services of Michigan
084YM8-E,05L3DC-E,Lutheran Social Services of Michigan
084Y9Q-E,05L3DC-E,Lutheran Social Services of Michigan
084YLB-E,05L3DC-E,Lutheran Social Services of Michigan
084YDM-E,05L3DC-E,Lutheran Social Services of Michigan
084YLG-E,05L3DC-E,Lutheran Social Services of Michigan
084YLM-E,05L3DC-E,Lutheran Social Services of Michigan
084YLQ-E,05L3DC-E,Lutheran Social Services of Michigan
084YMD-E,05L3DC-E,Lutheran Social Services of Michigan
084YMK-E,05L3DC-E,Lutheran Social Services of Michigan
07GPHH-E,05L3DC-E,Lutheran Social Services of Michigan
0853TT-E,07PFZZ-E,"Program Planning Professionals, Inc."
0D32YS-E,07PFZZ-E,"Program Planning Professionals, Inc."
0853TX-E,07PFZZ-E,"Program Planning Professionals, Inc."
0853VY-E,07PFZZ-E,"Program Planning Professionals, Inc."
006CFJ-E,07PFZZ-E,"Program Planning Professionals, Inc."
06WVF3-E,07PFZZ-E,"Program Planning Professionals, Inc."
0853VB-E,07PFZZ-E,"Program Planning Professionals, Inc."
0853VG-E,07PFZZ-E,"Program Planning Professionals, Inc."
085FBF-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FR0-E,05FLHH-E,"John E. Fetzer Institute, Inc."
0CGG0T-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FDS-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FGD-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FHQ-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FKT-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FM2-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FMK-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085FPT-E,05FLHH-E,"John E. Fetzer Institute, Inc."
085WG8-E,07PF98-E,North Ottawa Community Hospital
0CXR9G-E,07PF98-E,North Ottawa Community Hospital
085WKG-E,07PF98-E,North Ottawa Community Hospital
0CXR98-E,07PF98-E,North Ottawa Community Hospital
085W6W-E,07PF98-E,North Ottawa Community Hospital
085W2C-E,07PF98-E,North Ottawa Community Hospital
085VYM-E,07PF98-E,North Ottawa Community Hospital
0D9WHK-E,07PF98-E,North Ottawa Community Hospital
0CQ3GR-E,07PF98-E,North Ottawa Community Hospital
0D9WJR-E,07PF98-E,North Ottawa Community Hospital
085VPQ-E,07PF98-E,North Ottawa Community Hospital
085W9F-E,07PF98-E,North Ottawa Community Hospital
0D9WKB-E,07PF98-E,North Ottawa Community Hospital
085WJL-E,07PF98-E,North Ottawa Community Hospital
085WL2-E,07PF98-E,North Ottawa Community Hospital
0867SV-E,07G0Z4-E,Midwest Energy Cooperative
0867QN-E,07G0Z4-E,Midwest Energy Cooperative
0867S1-E,07G0Z4-E,Midwest Energy Cooperative
08684D-E,07G0Z4-E,Midwest Energy Cooperative
0867WQ-E,07G0Z4-E,Midwest Energy Cooperative
08683B-E,07G0Z4-E,Midwest Energy Cooperative
086Z35-E,075NYZ-E,Michigan South Central Power Agency
086Z3H-E,075NYZ-E,Michigan South Central Power Agency
086Z27-E,075NYZ-E,Michigan South Central Power Agency
0876HY-E,07PQR4-E,Carson City Hospital
0876F4-E,07PQR4-E,Carson City Hospital
0BWXXT-E,07PQR4-E,Carson City Hospital
0876K3-E,07PQR4-E,Carson City Hospital
0876KM-E,07PQR4-E,Carson City Hospital
0876L4-E,07PQR4-E,Carson City Hospital
0876LH-E,07PQR4-E,Carson City Hospital
087FQT-E,07PR31-E,West Branch Regional Medical Center
087FRJ-E,07PR31-E,West Branch Regional Medical Center
087GS0-E,07PQ0Y-E,"Woods Construction, Inc."
087GS0-E,07PQ0Y-E,"Woods Construction, Inc."
087KVT-E,0644JJ-E,Miracle Software Systems Inc.
087VYD-E,07P1D0-E,Brown-Campbell Co.
087VYJ-E,07P1D0-E,Brown-Campbell Co.
087W7C-E,07P5GJ-E,Evangelical Homes of Michigan
087W6R-E,07P5GJ-E,Evangelical Homes of Michigan
0890FL-E,07P8GD-E,Huron Memorial Hospital
0890FW-E,07P8GD-E,Huron Memorial Hospital
0890HB-E,07P8GD-E,Huron Memorial Hospital
0CT697-E,07P8GD-E,Huron Memorial Hospital
0890DJ-E,07P8GD-E,Huron Memorial Hospital
0CT69C-E,07P8GD-E,Huron Memorial Hospital
061MH4-E,07P8GD-E,Huron Memorial Hospital
0890DD-E,07P8GD-E,Huron Memorial Hospital
0890DW-E,07P8GD-E,Huron Memorial Hospital
0890CN-E,07P8GD-E,Huron Memorial Hospital
0890H1-E,07P8GD-E,Huron Memorial Hospital
0892CQ-E,07NQ3S-E,Bacco Construction Co.
0892CQ-E,07NQ3S-E,Bacco Construction Co.
089DN3-E,07MWZV-E,Douglas Steel Fabricating Corp.
089DNL-E,07MWZV-E,Douglas Steel Fabricating Corp.
089DNC-E,07MWZV-E,Douglas Steel Fabricating Corp.
089DMX-E,07MWZV-E,Douglas Steel Fabricating Corp.
089DN3-E,07MWZV-E,Douglas Steel Fabricating Corp.
089DNL-E,07MWZV-E,Douglas Steel Fabricating Corp.
089DNC-E,07MWZV-E,Douglas Steel Fabricating Corp.
089DMX-E,07MWZV-E,Douglas Steel Fabricating Corp.
089G0G-E,07P2RZ-E,Atlas Oil Co.
089NYF-E,07P22T-E,"Cu Answers, Inc."
089LD2-E,07P22T-E,"Cu Answers, Inc."
072Y7F-E,07P22T-E,"Cu Answers, Inc."
07M0CM-E,07P22T-E,"Cu Answers, Inc."
089LCB-E,07P22T-E,"Cu Answers, Inc."
089XCB-E,07PCRC-E,"Milbocker & Sons, Inc."
089XCB-E,07PCRC-E,"Milbocker & Sons, Inc."
089YYF-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc."
089YYG-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc."
089YYB-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc."
089YYK-E,07P8C3-E,"Fremont Cooperative Produce Co., Inc."
089Z30-E,07Q6N0-E,"Bilt-Rite Construction, Inc."
08B886-E,00101H-E,"Keyco Bond Fund, Inc."
00C9CY-E,00101H-E,"Keyco Bond Fund, Inc."
08B880-E,00101H-E,"Keyco Bond Fund, Inc."
08B87W-E,00101H-E,"Keyco Bond Fund, Inc."
08BQPQ-E,07R3SD-E,Baldwin Family Health Care
08BQPV-E,07R3SD-E,Baldwin Family Health Care
08BQNW-E,07R3SD-E,Baldwin Family Health Care
08BQP5-E,07R3SD-E,Baldwin Family Health Care
0BQ5ZF-E,07R3SD-E,Baldwin Family Health Care
08BQNK-E,07R3SD-E,Baldwin Family Health Care
08BQPZ-E,07R3SD-E,Baldwin Family Health Care
08BQPK-E,07R3SD-E,Baldwin Family Health Care
08BQNH-E,07R3SD-E,Baldwin Family Health Care
08BS3Q-E,07R44G-E,"Acoustic Ceiling & Partition Co., Inc."
08BS3Q-E,07R44G-E,"Acoustic Ceiling & Partition Co., Inc."
08C23Z-E,07RLDQ-E,"Variety Foodservices, Inc."
08GYYV-E,0CXMXL-E,World Affairs Council of Western Michigan
08XP1K-E,07PB3N-E,"Leidal & Hart Mason Contractors, Inc."
08XP1K-E,07PB3N-E,"Leidal & Hart Mason Contractors, Inc."
08XR90-E,07QP87-E,"Alco Transportation, Inc."
09HKLP-E,0643BQ-E,Fabri-Kal Corporation
09HM9W-E,086B37-E,American Mitsuba Corp.
09MLGL-E,07W3V3-E,PRA Co.
09NCX9-E,0654R5-E,"The TM Group, Inc."
09NKL3-E,07RBKN-E,"Building Technology Associates, Inc."
09NQ4X-E,07PH19-E,"Pat Milliken Ford, Inc."
09NX8N-E,007ND8-E,"FUSE Communication, Inc."
09P3DN-E,07V5Q3-E,Monroe Publishing Co.
09PW9D-E,07S1CB-E,Radley Corp.
09Q94T-E,07SWPQ-E,"Great Lakes Environmental Center, Inc."
09QJM9-E,07VQ01-E,"McGowan Electric Supply, Inc."
09RBTK-E,07ST18-E,"Profile Manufacturing, Inc."
09RNRV-E,07TG70-E,"Systems Technology International, Inc."
09W8W2-E,07PFGX-E,Logistics Insight Corp.
09X2WS-E,0CSG37-E,"Esi US, Inc."
09Y3QV-E,07WLLL-E,"Exotic Granite & Marble, Inc."
09YH4Y-E,0CP4LK-E,Naturipe Foods LLC
0B1HSX-E,07VGV1-E,"Crittenden Construction Co., Inc."
0B1JX4-E,0B18R8-E,"Fairlane Tool Co., Inc."
0B2157-E,07XT4F-E,"Concept Fastners, Inc."
0B264Y-E,07V2ZF-E,"Northfield Manufacturing, Inc."
0B2N6W-E,07ZQGN-E,MVB Mortgage Corp.
0B2XMC-E,07TZGJ-E,"Universal Coating, Inc."
0B31QP-E,07S55W-E,Kelley Dewatering & Construction Co.
0B3HJV-E,06TLT6-E,Harvey Industries LLC
0B53HQ-E,07QRPN-E,"Progressive Architecture Engineering Planning, Inc."
0B62QL-E,0B62GP-E,"Emergtech Business Solutions, Inc."
0B6PG1-E,07ZM18-E,Structuretec Engineering Corp.
0B6YP8-E,05VGR0-E,Cignet LLC
0B7365-E,07QTXT-E,"Fab Masters Co., Inc."
0B7K2D-E,07ZD1J-E,Genesee District Library
0B7NF3-E,07XRYC-E,"General Machine Service, Inc."
0B8JZ5-E,07Y4BW-E,"Kent Record Management, Inc."
0B9RML-E,07SSY0-E,"EW Kitchens, Inc."
0BCCSF-E,00CT0V-E,#N/A
0BCKB8-E,07XYKH-E,Marquette Medical-Dental Center Corp.
0BDTP7-E,07ZQJB-E,"Tomblinson Harburn Associates Architects & Planners, Inc."
0BH96P-E,07XV2G-E,"Colombo Sales & Engineering, Inc."
0BKSB9-E,07Z41P-E,Omni Tech International Ltd.
0BPJR9-E,07ZKNM-E,"R.J. Conlin, Inc."
0BQ6B6-E,07WVPP-E,"Central Alarm Signal, Inc."
0BS472-E,07W9SB-E,"R-B Financial/Mortgages, Inc."
0BT06F-E,07WSQM-E,Abbott K. Shlain Co.
0BT0MT-E,07X7T6-E,"Shore Financial Services, Inc."
0BTSFW-E,0773HS-E,"iSekurity, Inc."
0BVG5H-E,07Z73F-E,"Knape Industries, Inc."
0BXQ40-E,07X2G6-E,"Chris-Co., Inc."
0BZ2ML-E,080SVR-E,"24/7/365, Inc."
0BZDCY-E,07WYTX-E,"Azure Solutions, Inc."
0BZGVR-E,07Y5RP-E,"Gunnell, Inc."
0C0QFC-E,07T0QQ-E,"Welch Aviation, Inc."
0C0Y7R-E,07YKSF-E,"KI Technologies, Inc."
0C11PG-E,07Q03K-E,"Goodrich's Spartan Shop-Rite Market, Inc."
0C1NYM-E,0CWGW8-E,Delta College Foundation
0C2CSQ-E,07Y63V-E,"Jamison Industries, Inc."
0C2DVW-E,07W91Z-E,RS Technologies Ltd.
0C2J4T-E,07X446-E,Beel Automotive LLC
0C2QJZ-E,07X6GF-E,"Reliance Electric Machine Co., Inc."
0C36QJ-E,07ZMQC-E,"S&V Technologies, Inc."
0C3FC8-E,07XB2J-E,Bond Corp.
0C3JVJ-E,008NVR-E,Great Lakes Laser Services LP
0C50HL-E,07Y6PH-E,"Escanaba Furniture, Inc."
0C5HQZ-E,07R0T9-E,"New Horizons Rehabilitation Services, Inc."
0C60ZQ-E,0CW337-E,Offsite LLC
0C9L1S-E,083DD5-E,"Hino Motors Sales USA, Inc."
0CHLJ6-E,0C6S3Q-E,"Great Lakes Sound & Vibration, Inc."
0CKK9W-E,07VTH2-E,"Armstrong White, Inc."
0CS7Y8-E,06SGRJ-E,"ApoLife, Inc."
0CT18C-E,07VJTP-E,"Litex, Inc."
0CVYRH-E,07XG1K-E,Chem Trend Holding LP
0CWGN6-E,06GMSH-E,"Performance Fabrics, Inc."
0CWGN6-E,070HCK-E,Amneon Furniture LLC
0CXKS0-E,0C6F3G-E,"Laramie, Inc."
0D00V1-E,064Q9P-E,"The Ideal Group, Inc."
0D4FGC-E,0B14WP-E,Abacus Service Corp.
0D7KD6-E,0093DM-E,"GANTEC, Inc."
0D7XDK-E,07PN7S-E,Michigan State University Federal Credit Union
0D8YRH-E,07Y638-E,"Phillips Service Industries, Inc."
0DB7K8-E,0DB7L9-E,Lenawee Economic Development Corp.
0DJ17G-E,07QZJ7-E,Corrigan Moving & Storage Co.
0DKB5Y-E,0876NL-E,"Gold Star Mortgage Financial Group, Inc."
0DM2TK-E,07PBGZ-E,"Lafontaine Global Vehicles, Inc."
0DMN2K-E,07VTP1-E,American Board of Emergency Medicine
0DTQ0D-E,00CQP6-E,"PDK Energy, Inc."
08XS1H-E,07Q3F9-E,Hills & Dales General Hospital
0BQ4QY-E,07Q3F9-E,Hills & Dales General Hospital
08XS0Q-E,07Q3F9-E,Hills & Dales General Hospital
08XS2P-E,07Q3F9-E,Hills & Dales General Hospital
0BQ4QK-E,07Q3F9-E,Hills & Dales General Hospital
0BQ4QQ-E,07Q3F9-E,Hills & Dales General Hospital
08XS2W-E,07Q3F9-E,Hills & Dales General Hospital
0D2RXF-E,07Q3F9-E,Hills & Dales General Hospital
08XS3J-E,07Q3F9-E,Hills & Dales General Hospital
09HKKL-E,07R0MP-E,"Orchard, Hiltz & Mccliment, Inc."
09HKKF-E,07R0MP-E,"Orchard, Hiltz & Mccliment, Inc."
09HKKR-E,07R0MP-E,"Orchard, Hiltz & Mccliment, Inc."
09HKL0-E,07R0MP-E,"Orchard, Hiltz & Mccliment, Inc."
09HL54-E,066QHV-E,"Commonwealth Associates, Inc."
09HL53-E,066QHV-E,"Commonwealth Associates, Inc."
09HL4Y-E,066QHV-E,"Commonwealth Associates, Inc."
09L8VM-E,07R81P-E,Multi-Bank Services Ltd.
09L8WD-E,07R81P-E,Multi-Bank Services Ltd.
09LMLK-E,07R31H-E,"Corporate Eagle Management Services, Inc."
09LMM2-E,07R31H-E,"Corporate Eagle Management Services, Inc."
09MTYX-E,0712TX-E,"Safety Technology International, Inc."
09MTZ5-E,0712TX-E,"Safety Technology International, Inc."
09MXWB-E,07QDPD-E,"Moran Iron Works, Inc."
0CJVXK-E,07QDPD-E,"Moran Iron Works, Inc."
0CJVVJ-E,07QDPD-E,"Moran Iron Works, Inc."
0CJVVK-E,07QDPD-E,"Moran Iron Works, Inc."
0CJVY3-E,07QDPD-E,"Moran Iron Works, Inc."
09MXW0-E,07QDPD-E,"Moran Iron Works, Inc."
09N47N-E,07QDPD-E,"Moran Iron Works, Inc."
0CJVY8-E,07QDPD-E,"Moran Iron Works, Inc."
09MXWS-E,07QDPD-E,"Moran Iron Works, Inc."
09MYNR-E,07R3SS-E,Detroit Transportation Corp.
0CXCDR-E,07R3SS-E,Detroit Transportation Corp.
0DRWPX-E,07R3SS-E,Detroit Transportation Corp.
0DRWSS-E,07R3SS-E,Detroit Transportation Corp.
09MYNZ-E,07R3SS-E,Detroit Transportation Corp.
07C9QG-E,07R3SS-E,Detroit Transportation Corp.
09MYNY-E,07R3SS-E,Detroit Transportation Corp.
0BCY10-E,07R3SS-E,Detroit Transportation Corp.
068MS3-E,07R3SS-E,Detroit Transportation Corp.
0CMNK4-E,07R3SS-E,Detroit Transportation Corp.
09MYP4-E,07R3SS-E,Detroit Transportation Corp.
09NCSH-E,07QQVK-E,Richardson's Pharmacy LLC
09NCS3-E,07QQVK-E,Richardson's Pharmacy LLC
09NCTP-E,07QQVK-E,Richardson's Pharmacy LLC
09NCT1-E,07QQVK-E,Richardson's Pharmacy LLC
0D7QRT-E,07QQVK-E,Richardson's Pharmacy LLC
09NCT7-E,07QQVK-E,Richardson's Pharmacy LLC
09PKCG-E,07SBKZ-E,Redico LLC
09PK6Z-E,07SBKZ-E,Redico LLC
09PZBX-E,07Y7X1-E,"Guest House, Inc."
09PZBT-E,07Y7X1-E,"Guest House, Inc."
0CPQCP-E,07Y7X1-E,"Guest House, Inc."
09PZBZ-E,07Y7X1-E,"Guest House, Inc."
09PZC6-E,07Y7X1-E,"Guest House, Inc."
09PZCC-E,07Y7X1-E,"Guest House, Inc."
09PZCK-E,07Y7X1-E,"Guest House, Inc."
09PZCN-E,07Y7X1-E,"Guest House, Inc."
09PZBH-E,07Y7X1-E,"Guest House, Inc."
09PZCS-E,07Y7X1-E,"Guest House, Inc."
09PZCW-E,07Y7X1-E,"Guest House, Inc."
09PZCY-E,07Y7X1-E,"Guest House, Inc."
09PZD3-E,07Y7X1-E,"Guest House, Inc."
09PZD5-E,07Y7X1-E,"Guest House, Inc."
09PZDB-E,07Y7X1-E,"Guest House, Inc."
09WLHS-E,06Y8NM-E,Wayne County Airport Authority
0BZWX6-E,06Y8NM-E,Wayne County Airport Authority
004Z39-E,06Y8NM-E,Wayne County Airport Authority
0B1R1J-E,07XGWP-E,Dakkota Integrated Systems LLC
0B1R1C-E,07XGWP-E,Dakkota Integrated Systems LLC
0B1X43-E,07YNFJ-E,Handy Wacks Corp.
0B1X63-E,07YNFJ-E,Handy Wacks Corp.
0B1X6H-E,07YNFJ-E,Handy Wacks Corp.
0B5TCK-E,0887SF-E,United Way of Midland County
0CL8RK-E,0887SF-E,United Way of Midland County
06NMQ8-E,0887SF-E,United Way of Midland County
0B1W9X-E,0887SF-E,United Way of Midland County
0B9QZ4-E,07Y6DT-E,"Grand Traverse Industries, Inc."
0B9QYC-E,07Y6DT-E,"Grand Traverse Industries, Inc."
0B9QZJ-E,07Y6DT-E,"Grand Traverse Industries, Inc."
0B9R02-E,07Y6DT-E,"Grand Traverse Industries, Inc."
0B9WKS-E,07Z9YM-E,"Vandco, Inc."
0B9WL0-E,07Z9YM-E,"Vandco, Inc."
0B9WKD-E,07Z9YM-E,"Vandco, Inc."
0B9WKK-E,07Z9YM-E,"Vandco, Inc."
0B9ZHV-E,0C3ZP9-E,"ABA Communications, Inc."
0C9ZF7-E,0C3ZP9-E,"ABA Communications, Inc."
0BCM6H-E,080P6C-E,"Van Dyk & Sons, Inc."
0BCM5X-E,080P6C-E,"Van Dyk & Sons, Inc."
0BDJ4V-E,07S217-E,Bronson Properties Corp.
067P0Y-E,07S217-E,Bronson Properties Corp.
0BFH08-E,05KXNK-E,Environmental Research Institute of Michigan
06DRX3-E,05KXNK-E,Environmental Research Institute of Michigan
0BFX8M-E,0BJVJV-E,Sunlogics PLC
0BFX9M-E,0BJVJV-E,Sunlogics PLC
0CMXZ8-E,0BJVJV-E,Sunlogics PLC
0C862R-E,0BJVJV-E,Sunlogics PLC
0BX4T7-E,0BJVJV-E,Sunlogics PLC
06N383-E,0BJVJV-E,Sunlogics PLC
0BK73Z-E,083YX9-E,"Quality Craft, Inc."
0BK5JD-E,083YX9-E,"Quality Craft, Inc."
05ZS63-E,083YX9-E,"Quality Craft, Inc."
0BNRC5-E,05L5JJ-E,"Orr & Boss, Inc."
06BHP4-E,05L5JJ-E,"Orr & Boss, Inc."
0BQ3PY-E,07Y9NB-E,Education & Training Connection
0BQ3QG-E,07Y9NB-E,Education & Training Connection
0BQ3Q7-E,07Y9NB-E,Education & Training Connection
0BQ3PN-E,07Y9NB-E,Education & Training Connection
0BSDF9-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BSDFH-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDHP-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDGL-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDDH-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDHY-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDJK-E,07Y5CD-E,Greater Lansing Association of REALTORS
09QSJ0-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDJV-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDK0-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDFS-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDK7-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDKL-E,07Y5CD-E,Greater Lansing Association of REALTORS
0CPG8N-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BLDKF-E,07Y5CD-E,Greater Lansing Association of REALTORS
0BSHMG-E,060SFP-E,"East Jordan Iron Works, Inc."
0670Y6-E,060SFP-E,"East Jordan Iron Works, Inc."
0BSHK2-E,060SFP-E,"East Jordan Iron Works, Inc."
0BSHKJ-E,060SFP-E,"East Jordan Iron Works, Inc."
0BXZ44-E,07WZHV-E,"User Friendly Consulting, Inc."
0BXZ5H-E,07WZHV-E,"User Friendly Consulting, Inc."
0BXZ51-E,07WZHV-E,"User Friendly Consulting, Inc."
0C1JFG-E,00D022-E,"Task Technologies, Inc."
0C1HZ9-E,00D022-E,"Task Technologies, Inc."
0C1JL5-E,00D022-E,"Task Technologies, Inc."
0C1JCP-E,00D022-E,"Task Technologies, Inc."
0C2Y1W-E,0C2XZ3-E,Detroit Trading Co.
06TD1W-E,0C2XZ3-E,Detroit Trading Co.
0C2Y21-E,0C2XZ3-E,Detroit Trading Co.
05JX33-E,0C2XZ3-E,Detroit Trading Co.
0C33QH-E,06J0JF-E,Academy of the Sacred Heart
0C33RF-E,06J0JF-E,Academy of the Sacred Heart
0C3FLK-E,07WT86-E,"Center Mass, Inc."
0C3FL6-E,07WT86-E,"Center Mass, Inc."
0C41GT-E,07YKM2-E,"Konnech, Inc."
0C41GX-E,07YKM2-E,"Konnech, Inc."
0C42B2-E,07Z57S-E,"DAS Technologies, Inc."
0C429P-E,07Z57S-E,"DAS Technologies, Inc."
0C4F4P-E,07Z5YZ-E,B&B Environmental Services LLC
0C4F4W-E,07Z5YZ-E,B&B Environmental Services LLC
0C4F52-E,07Z5YZ-E,B&B Environmental Services LLC
0C7W1D-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W1J-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W1M-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W1P-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W1W-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W20-E,075Z45-E,"Leader Dogs For The Blind, Inc."
076M6X-E,075Z45-E,"Leader Dogs For The Blind, Inc."
